payment_id,amount,payment_method,error_code,retry_count,prev_successful_payments,prev_failed_payments,customer_success_rate,hour_of_day,day_of_week,is_business_hours,is_weekend,time_since_failure_hours,recovery_probability,recovered
pay_00183,1684.3,CARD,issuer_declined_temp,0,16,2,0.889,19,3,0,0,36,0.85,1
pay_00550,2686.55,CARD,authentication_failed,1,1,7,0.125,22,4,0,0,98,0.45,1
pay_00501,12409.0,CARD,authentication_failed,1,10,1,0.909,7,4,0,0,155,0.7,1
pay_00224,979.74,NET_BANKING,gateway_timeout,1,16,0,1.0,3,0,0,0,50,0.81,1
pay_00425,9371.01,NET_BANKING,fraud_suspected,0,7,2,0.778,3,5,0,1,26,0.03,0
pay_00468,10482.97,CARD,issuer_declined_temp,1,6,0,1.0,15,1,1,0,113,0.8,1
pay_00320,4315.02,UPI,card_expired,1,3,2,0.6,9,6,1,1,68,0.48,1
pay_00329,9173.92,CARD,card_expired,0,15,0,1.0,12,2,1,0,122,0.58,0
pay_00444,4495.71,NET_BANKING,declined_permanent,0,3,0,1.0,13,3,1,0,125,0.2,0
pay_00494,2077.07,NET_BANKING,gateway_timeout,0,13,0,1.0,23,4,0,0,141,0.83,1
pay_00177,4979.09,CARD,insufficient_funds,1,4,2,0.667,4,0,0,0,143,0.53,0
pay_00677,1618.77,CARD,issuer_declined_temp,1,4,4,0.5,0,0,0,0,23,0.8,0
pay_00364,7344.53,NET_BANKING,card_expired,1,5,3,0.625,15,3,1,0,113,0.38,1
pay_00164,2163.14,UPI,insufficient_funds,1,20,0,1.0,19,0,0,0,123,0.68,1
pay_00249,28723.02,NET_BANKING,card_expired,1,10,2,0.833,5,4,0,0,119,0.35,1
pay_00519,5428.03,UPI,insufficient_funds,1,13,0,1.0,1,0,0,0,42,0.68,1
pay_00711,6069.41,NET_BANKING,gateway_timeout,1,8,1,0.889,23,1,0,0,60,0.68,1
pay_00075,500.0,NET_BANKING,card_expired,1,4,8,0.333,14,0,1,0,83,0.41,0
pay_00644,1093.19,NET_BANKING,insufficient_funds,2,5,7,0.417,11,3,1,0,125,0.44,0
pay_00406,9162.28,NET_BANKING,card_expired,1,15,0,1.0,18,5,1,1,119,0.48,0
pay_00105,4182.71,NET_BANKING,issuer_declined_temp,0,6,1,0.857,2,5,0,1,13,0.77,0
pay_00115,4054.73,WALLET,authentication_failed,1,4,1,0.8,19,2,0,0,40,0.6,0
pay_00301,2145.24,UPI,gateway_timeout,1,0,4,0.0,20,2,0,0,16,0.73,1
pay_00093,2435.6,UPI,disputed,1,5,3,0.625,2,3,0,0,164,0.15,0
pay_00412,1596.16,WALLET,issuer_declined_temp,1,3,3,0.5,7,0,0,0,55,0.7,1
pay_00090,8211.31,CARD,issuer_declined_temp,0,6,1,0.857,5,5,0,1,12,0.82,1
pay_00529,6372.34,NET_BANKING,gateway_timeout,1,9,2,0.818,21,2,0,0,17,0.78,0
pay_00735,13754.97,WALLET,gateway_timeout,0,7,0,1.0,18,3,1,0,73,0.91,1
pay_00744,5044.69,UPI,gateway_timeout,0,16,1,0.941,8,3,0,0,14,0.98,1
pay_00576,538.54,NET_BANKING,fraud_suspected,0,4,4,0.5,0,3,0,0,32,0.06,0
pay_00498,4062.94,NET_BANKING,issuer_declined_temp,0,17,2,0.895,22,0,0,0,86,0.67,1
pay_00495,22541.74,NET_BANKING,issuer_declined_temp,1,3,1,0.75,18,5,1,1,44,0.75,1
pay_00012,3084.89,UPI,card_expired,1,20,1,0.952,20,2,0,0,41,0.55,1
pay_00434,10072.28,WALLET,insufficient_funds,2,15,2,0.882,7,5,0,1,106,0.43,0
pay_00044,3636.93,CARD,insufficient_funds,2,0,8,0.0,13,5,1,1,127,0.31,0
pay_00043,4378.02,CARD,card_expired,1,5,0,1.0,21,2,0,0,38,0.5,1
pay_00168,32754.41,NET_BANKING,issuer_declined_temp,1,7,0,1.0,21,4,0,0,145,0.72,1
pay_00704,1201.76,UPI,gateway_timeout,1,18,1,0.947,22,3,0,0,78,0.91,1
pay_00614,1594.81,CARD,issuer_declined_temp,0,4,2,0.667,10,2,1,0,139,0.78,0
pay_00413,1059.85,UPI,insufficient_funds,0,5,4,0.556,13,6,1,1,124,0.69,1
pay_00179,3771.93,UPI,authentication_failed,1,13,0,1.0,12,4,1,0,152,0.78,1
pay_00531,9307.65,CARD,issuer_declined_temp,1,18,0,1.0,11,3,1,0,56,0.8,1
pay_00540,2760.34,WALLET,fraud_suspected,0,5,2,0.714,14,0,1,0,121,0.11,0
pay_00178,21026.4,NET_BANKING,issuer_declined_temp,0,19,0,1.0,1,0,0,0,122,0.77,1
pay_00666,5466.7,NET_BANKING,issuer_declined_temp,1,19,0,1.0,16,5,1,1,128,0.75,0
pay_00767,4745.78,CARD,authentication_failed,0,3,6,0.333,18,1,1,0,153,0.68,0
pay_00258,2421.96,NET_BANKING,fraud_suspected,0,19,0,1.0,18,0,1,0,139,0.16,0
pay_00766,2432.86,NET_BANKING,gateway_timeout,1,5,1,0.833,14,3,1,0,159,0.71,1
pay_00544,20776.31,NET_BANKING,authentication_failed,1,13,0,1.0,22,4,0,0,146,0.65,0
pay_00016,2800.95,WALLET,issuer_declined_temp,1,16,0,1.0,17,6,1,1,80,0.8,1
pay_00004,22539.62,UPI,authentication_failed,1,4,2,0.667,14,4,1,0,21,0.68,1
pay_00336,4242.65,CARD,issuer_declined_temp,1,9,0,1.0,20,1,0,0,167,0.77,1
pay_00257,17446.79,NET_BANKING,insufficient_funds,1,3,0,1.0,9,0,1,0,44,0.61,0
pay_00581,6894.62,NET_BANKING,card_expired,0,20,0,1.0,23,4,0,0,10,0.5,0
pay_00446,9601.48,CARD,gateway_timeout,0,11,1,0.917,0,3,0,0,148,0.88,1
pay_00339,7427.4,CARD,insufficient_funds,2,6,0,1.0,16,5,1,1,144,0.56,0
pay_00479,100000.0,UPI,gateway_timeout,1,8,2,0.8,19,3,0,0,141,0.7,0
pay_00418,5517.47,UPI,insufficient_funds,1,5,7,0.417,4,4,0,0,158,0.58,0
pay_00639,1352.95,NET_BANKING,gateway_timeout,1,2,2,0.5,14,0,1,0,93,0.74,1
pay_00715,4733.24,CARD,issuer_declined_temp,1,4,1,0.8,2,2,0,0,31,0.77,1
pay_00325,1797.2,UPI,issuer_declined_temp,1,4,1,0.8,2,5,0,1,153,0.75,1
pay_00458,1745.43,NET_BANKING,card_expired,1,1,5,0.167,2,3,0,0,73,0.23,0
pay_00010,8455.4,NET_BANKING,declined_permanent,0,15,1,0.938,7,1,0,0,13,0.17,0
pay_00250,7368.59,CARD,issuer_declined_temp,1,16,1,0.941,0,5,0,1,116,0.77,1
pay_00023,5258.12,UPI,gateway_timeout,1,3,5,0.375,13,5,1,1,40,0.91,1
pay_00222,759.56,CARD,authentication_failed,0,7,0,1.0,6,4,0,0,159,0.78,1
pay_00548,4011.64,CARD,issuer_declined_temp,1,2,5,0.286,13,5,1,1,23,0.65,1
pay_00691,3425.61,NET_BANKING,insufficient_funds,1,4,3,0.571,13,0,1,0,25,0.51,0
pay_00785,8602.35,CARD,issuer_declined_temp,0,5,1,0.833,2,2,0,0,71,0.72,0
pay_00627,1826.94,UPI,gateway_timeout,0,1,6,0.143,5,0,0,0,163,0.71,0
pay_00341,2159.82,WALLET,card_expired,2,19,0,1.0,1,6,0,1,82,0.4,0
pay_00672,618.07,WALLET,authentication_failed,1,16,0,1.0,8,6,0,1,121,0.73,0
pay_00204,14098.19,WALLET,issuer_declined_temp,1,0,5,0.0,13,1,1,0,96,0.55,0
pay_00238,5922.15,CARD,issuer_declined_temp,1,15,1,0.938,19,3,0,0,113,0.77,1
pay_00094,3541.61,NET_BANKING,insufficient_funds,1,15,1,0.938,3,1,0,0,148,0.58,1
pay_00532,933.07,UPI,gateway_timeout,0,9,0,1.0,14,4,1,0,129,0.98,1
pay_00363,4408.28,UPI,issuer_declined_temp,1,1,2,0.333,13,4,1,0,47,0.85,1
pay_00545,500.0,NET_BANKING,gateway_timeout,0,5,2,0.714,22,4,0,0,152,0.76,1
pay_00285,41482.77,UPI,fraud_suspected,0,5,2,0.714,7,5,0,1,4,0.13,0
pay_00185,3930.56,NET_BANKING,card_expired,2,11,2,0.846,15,1,1,0,143,0.28,0
pay_00650,9859.65,NET_BANKING,insufficient_funds,1,20,2,0.909,15,3,1,0,130,0.61,1
pay_00397,886.13,UPI,gateway_timeout,0,4,5,0.444,20,1,0,0,3,0.96,1
pay_00154,6199.68,WALLET,gateway_timeout,0,3,8,0.273,11,6,1,1,109,0.66,1
pay_00076,11180.23,UPI,gateway_timeout,0,3,2,0.6,8,4,0,0,121,0.83,1
pay_00454,8135.94,WALLET,card_expired,2,17,2,0.895,23,5,0,1,135,0.3,0
pay_00696,3606.36,UPI,gateway_timeout,1,7,0,1.0,9,3,1,0,155,0.91,1
pay_00278,2696.7,UPI,insufficient_funds,1,0,1,0.0,18,0,1,0,11,0.46,0
pay_00069,7056.02,CARD,disputed,0,5,2,0.714,20,5,0,1,145,0.15,0
pay_00515,2760.67,NET_BANKING,authentication_failed,0,7,0,1.0,4,1,0,0,108,0.7,1
pay_00189,2107.39,UPI,card_expired,1,10,0,1.0,21,4,0,0,14,0.55,1
pay_00272,1169.27,NET_BANKING,issuer_declined_temp,1,12,0,1.0,12,6,1,1,165,0.78,0
pay_00237,648.63,CARD,gateway_timeout,1,5,1,0.833,8,1,0,0,153,0.76,1
pay_00089,2893.55,WALLET,gateway_timeout,0,18,2,0.9,1,4,0,0,59,0.78,1
pay_00763,63581.93,CARD,authentication_failed,1,2,4,0.333,2,6,0,1,25,0.52,0
pay_00118,1527.4,NET_BANKING,authentication_failed,1,8,0,1.0,18,5,1,1,163,0.71,0
pay_00126,43934.52,CARD,issuer_declined_temp,0,5,6,0.455,7,2,0,0,131,0.72,1
pay_00661,2769.27,CARD,gateway_timeout,0,2,7,0.222,13,2,1,0,163,0.66,1
pay_00290,2636.74,CARD,issuer_declined_temp,0,10,2,0.833,11,5,1,1,86,0.75,1
pay_00239,2535.67,NET_BANKING,authentication_failed,1,1,5,0.167,10,4,1,0,123,0.43,1
pay_00001,8076.5,NET_BANKING,issuer_declined_temp,0,10,0,1.0,23,0,0,0,152,0.77,1
pay_00792,6049.24,WALLET,gateway_timeout,0,15,1,0.938,6,3,0,0,49,0.88,1
pay_00603,11726.49,NET_BANKING,card_expired,0,9,2,0.818,2,4,0,0,132,0.4,0
pay_00795,1667.27,NET_BANKING,issuer_declined_temp,0,3,7,0.3,5,0,0,0,123,0.7,0
pay_00466,3940.37,CARD,gateway_timeout,0,11,2,0.846,3,3,0,0,11,0.88,1
pay_00279,5270.09,WALLET,gateway_timeout,1,19,1,0.95,13,5,1,1,72,0.86,1
pay_00625,24177.72,WALLET,gateway_timeout,0,10,0,1.0,3,6,0,1,154,0.88,1
pay_00117,4747.1,NET_BANKING,card_expired,0,3,2,0.6,21,6,0,1,47,0.4,1
pay_00229,2403.54,CARD,authentication_failed,1,15,0,1.0,9,1,1,0,139,0.73,1
pay_00757,8049.12,NET_BANKING,gateway_timeout,0,4,8,0.333,5,4,0,0,17,0.83,1
pay_00421,38589.98,WALLET,authentication_failed,0,16,0,1.0,8,3,0,0,73,0.75,1
pay_00435,22078.44,NET_BANKING,issuer_declined_temp,1,1,5,0.167,2,3,0,0,20,0.57,1
pay_00275,1841.79,CARD,card_expired,2,12,2,0.857,0,6,0,1,53,0.33,0
pay_00319,6796.52,NET_BANKING,insufficient_funds,2,3,1,0.75,2,2,0,0,52,0.38,1
pay_00552,4206.23,WALLET,card_expired,2,5,2,0.714,0,1,0,0,112,0.3,0
pay_00145,6373.36,WALLET,insufficient_funds,0,5,8,0.385,14,4,1,0,5,0.61,1
pay_00649,3901.3,UPI,insufficient_funds,1,2,3,0.4,15,3,1,0,125,0.61,0
pay_00736,7884.05,NET_BANKING,insufficient_funds,2,14,0,1.0,1,3,0,0,145,0.48,1
pay_00727,5006.21,CARD,gateway_timeout,0,4,1,0.8,8,5,0,1,13,0.88,1
pay_00586,6299.47,NET_BANKING,gateway_timeout,1,0,3,0.0,3,6,0,1,41,0.63,1
pay_00370,2268.76,NET_BANKING,authentication_failed,1,17,1,0.944,11,6,1,1,117,0.68,1
pay_00269,3165.15,WALLET,authentication_failed,1,14,1,0.933,2,2,0,0,14,0.7,1
pay_00568,1793.48,NET_BANKING,authentication_failed,1,6,2,0.75,3,5,0,1,73,0.58,1
pay_00308,2720.11,CARD,insufficient_funds,1,9,0,1.0,10,5,1,1,16,0.66,1
pay_00311,3953.35,NET_BANKING,gateway_timeout,0,2,3,0.4,5,5,0,1,146,0.73,1
pay_00452,12773.68,UPI,card_expired,1,2,4,0.333,7,5,0,1,34,0.45,0
pay_00047,3100.63,WALLET,gateway_timeout,1,3,3,0.5,23,6,0,1,64,0.73,0
pay_00350,3970.12,NET_BANKING,insufficient_funds,1,3,2,0.6,23,1,0,0,80,0.48,1
pay_00372,8086.88,NET_BANKING,authentication_failed,1,19,1,0.95,22,0,0,0,127,0.65,1
pay_00524,8695.83,CARD,card_expired,1,8,2,0.8,7,5,0,1,1,0.4,1
pay_00262,4630.75,NET_BANKING,gateway_timeout,1,2,5,0.286,16,5,1,1,106,0.56,0
pay_00196,7225.11,CARD,authentication_failed,1,15,0,1.0,14,6,1,1,78,0.73,1
pay_00800,5063.21,WALLET,declined_permanent,0,8,2,0.8,18,0,1,0,62,0.15,0
pay_00673,3488.8,WALLET,gateway_timeout,1,6,0,1.0,22,2,0,0,108,0.83,1
pay_00108,5852.23,CARD,disputed,0,3,0,1.0,8,0,0,0,135,0.25,1
pay_00060,13036.98,NET_BANKING,authentication_failed,1,20,1,0.952,14,3,1,0,83,0.68,0
pay_00600,7167.42,UPI,declined_permanent,0,16,0,1.0,4,2,0,0,5,0.27,0
pay_00440,4649.21,CARD,authentication_failed,0,14,1,0.933,21,6,0,1,133,0.75,1
pay_00101,1193.48,UPI,gateway_timeout,1,20,1,0.952,19,1,0,0,78,0.91,1
pay_00478,6709.3,UPI,declined_permanent,0,6,2,0.75,18,2,1,0,27,0.2,1
pay_00719,3416.55,CARD,disputed,0,9,1,0.9,13,6,1,1,122,0.18,0
pay_00584,47604.99,NET_BANKING,issuer_declined_temp,1,13,2,0.867,21,3,0,0,83,0.62,0
pay_00738,13130.47,NET_BANKING,issuer_declined_temp,0,16,1,0.941,7,3,0,0,114,0.77,1
pay_00180,74620.4,NET_BANKING,insufficient_funds,0,2,8,0.2,0,2,0,0,107,0.3,0
pay_00305,4813.11,NET_BANKING,gateway_timeout,1,5,1,0.833,7,4,0,0,91,0.68,0
pay_00430,846.63,CARD,gateway_timeout,0,15,2,0.882,6,4,0,0,24,0.91,1
pay_00508,2071.46,WALLET,authentication_failed,0,3,6,0.333,14,1,1,0,156,0.68,0
pay_00771,9974.15,WALLET,card_expired,1,5,1,0.833,6,5,0,1,154,0.4,0
pay_00150,6614.27,CARD,issuer_declined_temp,0,6,2,0.75,23,6,0,1,91,0.72,1
pay_00125,8838.36,UPI,gateway_timeout,0,4,8,0.333,22,2,0,0,63,0.83,1
pay_00635,1786.29,CARD,issuer_declined_temp,1,6,0,1.0,19,1,0,0,48,0.9,1
pay_00698,1406.54,NET_BANKING,card_expired,1,16,0,1.0,1,4,0,0,58,0.48,0
pay_00186,10036.67,WALLET,authentication_failed,1,5,4,0.556,22,5,0,1,90,0.6,1
pay_00542,1588.1,UPI,insufficient_funds,1,17,0,1.0,9,6,1,1,131,0.74,1
pay_00051,6795.96,NET_BANKING,authentication_failed,1,20,2,0.909,7,3,0,0,125,0.65,1
pay_00488,1666.45,NET_BANKING,gateway_timeout,0,19,0,1.0,7,3,0,0,38,0.96,1
pay_00790,933.59,CARD,insufficient_funds,2,7,1,0.875,23,0,0,0,87,0.46,1
pay_00486,1185.29,WALLET,gateway_timeout,0,3,7,0.3,3,6,0,1,163,0.81,1
pay_00322,8912.03,CARD,issuer_declined_temp,1,5,2,0.714,2,5,0,1,151,0.67,1
pay_00354,4188.35,CARD,insufficient_funds,0,4,2,0.667,3,5,0,1,30,0.58,1
pay_00740,13553.09,NET_BANKING,declined_permanent,0,4,4,0.5,15,4,1,0,137,0.1,0
pay_00143,984.88,UPI,gateway_timeout,1,1,8,0.111,11,0,1,0,129,0.69,1
pay_00371,5036.72,NET_BANKING,insufficient_funds,1,2,8,0.2,3,0,0,0,1,0.33,0
pay_00142,18163.02,CARD,authentication_failed,1,4,2,0.667,9,0,1,0,116,0.63,0
pay_00400,16946.5,NET_BANKING,gateway_timeout,1,6,0,1.0,23,4,0,0,92,0.78,1
pay_00264,1764.48,NET_BANKING,gateway_timeout,0,17,0,1.0,20,6,0,1,104,0.86,1
pay_00321,5415.37,NET_BANKING,issuer_declined_temp,0,2,3,0.4,14,0,1,0,68,0.7,1
pay_00020,1197.15,CARD,gateway_timeout,0,0,2,0.0,1,3,0,0,64,0.66,1
pay_00173,4550.07,CARD,gateway_timeout,1,10,0,1.0,10,4,1,0,41,0.96,1
pay_00654,1625.34,CARD,insufficient_funds,0,4,7,0.364,8,0,0,0,82,0.61,1
pay_00313,11219.59,CARD,card_expired,1,5,6,0.455,14,0,1,0,18,0.43,1
pay_00391,2001.37,CARD,issuer_declined_temp,1,1,6,0.143,16,0,1,0,138,0.55,1
pay_00746,2378.57,CARD,gateway_timeout,1,3,1,0.75,17,4,1,0,143,0.76,1
pay_00013,6260.17,WALLET,authentication_failed,1,19,0,1.0,16,0,1,0,164,0.73,1
pay_00408,4262.54,NET_BANKING,insufficient_funds,1,1,8,0.111,11,0,1,0,60,0.36,1
pay_00409,5543.02,CARD,issuer_declined_temp,0,14,1,0.933,15,3,1,0,167,0.85,1
pay_00306,5526.6,WALLET,issuer_declined_temp,0,13,2,0.867,22,2,0,0,91,0.72,0
pay_00355,4822.19,CARD,insufficient_funds,2,7,0,1.0,22,5,0,1,108,0.53,0
pay_00026,5491.31,NET_BANKING,insufficient_funds,1,11,0,1.0,21,5,0,1,102,0.58,1
pay_00598,1846.85,NET_BANKING,gateway_timeout,1,10,2,0.833,4,4,0,0,12,0.81,1
pay_00170,2312.91,CARD,card_expired,2,12,1,0.923,7,6,0,1,77,0.4,0
pay_00039,1302.2,NET_BANKING,gateway_timeout,0,11,0,1.0,22,3,0,0,94,0.86,1
pay_00176,11239.43,NET_BANKING,declined_permanent,0,15,0,1.0,18,4,1,0,19,0.2,0
pay_00246,3517.48,NET_BANKING,insufficient_funds,1,17,1,0.944,12,3,1,0,89,0.61,0
pay_00299,11079.61,WALLET,issuer_declined_temp,1,1,8,0.111,4,0,0,0,32,0.62,1
pay_00669,500.0,CARD,gateway_timeout,0,7,1,0.875,15,5,1,1,6,0.94,1
pay_00417,23182.48,UPI,card_expired,1,13,1,0.929,19,4,0,0,99,0.55,1
pay_00549,7123.44,NET_BANKING,insufficient_funds,0,2,1,0.667,11,4,1,0,144,0.56,0
pay_00273,15727.46,UPI,insufficient_funds,1,8,1,0.889,11,5,1,1,106,0.61,0
pay_00612,4649.04,CARD,gateway_timeout,1,4,0,1.0,11,2,1,0,159,0.86,0
pay_00155,6588.44,NET_BANKING,disputed,0,13,0,1.0,2,2,0,0,115,0.2,0
pay_00127,1825.23,NET_BANKING,issuer_declined_temp,0,2,3,0.4,7,0,0,0,45,0.8,1
pay_00450,1704.09,NET_BANKING,gateway_timeout,0,3,0,1.0,23,1,0,0,54,0.86,1
pay_00572,26276.68,CARD,issuer_declined_temp,1,2,3,0.4,14,0,1,0,157,0.7,1
pay_00342,6270.98,NET_BANKING,card_expired,1,2,7,0.222,12,3,1,0,88,0.23,0
pay_00431,1505.29,NET_BANKING,insufficient_funds,2,14,1,0.933,7,4,0,0,104,0.51,0
pay_00288,8851.28,NET_BANKING,issuer_declined_temp,0,17,1,0.944,9,2,1,0,3,0.9,1
pay_00114,57713.25,NET_BANKING,issuer_declined_temp,1,14,0,1.0,17,0,1,0,32,0.77,1
pay_00500,1232.99,WALLET,authentication_failed,1,0,5,0.0,7,1,0,0,36,0.48,1
pay_00174,6912.95,NET_BANKING,insufficient_funds,1,3,0,1.0,12,4,1,0,56,0.61,1
pay_00360,2149.02,UPI,issuer_declined_temp,0,12,1,0.923,21,2,0,0,25,0.97,1
pay_00483,985.9,NET_BANKING,insufficient_funds,1,17,1,0.944,4,1,0,0,60,0.61,1
pay_00058,3607.56,CARD,card_expired,1,4,1,0.8,11,4,1,0,18,0.43,0
pay_00553,15800.27,UPI,issuer_declined_temp,1,3,7,0.3,19,1,0,0,142,0.72,0
pay_00223,9762.07,WALLET,authentication_failed,0,3,0,1.0,17,4,1,0,136,0.78,1
pay_00281,5505.58,NET_BANKING,authentication_failed,0,5,1,0.833,3,3,0,0,80,0.6,0
pay_00018,6729.44,NET_BANKING,issuer_declined_temp,0,0,4,0.0,2,0,0,0,132,0.52,1
pay_00128,2789.74,NET_BANKING,card_expired,1,18,1,0.947,18,6,1,1,161,0.48,1
pay_00323,2168.47,UPI,gateway_timeout,1,20,2,0.909,15,4,1,0,77,0.91,1
pay_00256,3028.33,WALLET,authentication_failed,1,9,1,0.9,17,4,1,0,126,0.63,1
pay_00539,13444.06,UPI,gateway_timeout,0,4,8,0.333,19,2,0,0,137,0.83,1
pay_00471,3732.93,CARD,gateway_timeout,0,3,2,0.6,16,3,1,0,159,0.81,0
pay_00599,3151.73,CARD,fraud_suspected,0,19,1,0.95,15,6,1,1,116,0.21,0
pay_00469,2891.41,UPI,gateway_timeout,1,2,1,0.667,15,5,1,1,139,0.81,1
pay_00769,2625.52,NET_BANKING,issuer_declined_temp,1,16,2,0.889,20,6,0,1,38,0.72,1
pay_00191,3144.74,NET_BANKING,gateway_timeout,0,4,0,1.0,20,4,0,0,45,0.93,1
pay_00116,6644.52,CARD,issuer_declined_temp,0,2,2,0.5,8,4,0,0,144,0.72,0
pay_00517,8110.52,NET_BANKING,insufficient_funds,2,18,0,1.0,6,4,0,0,105,0.48,1
pay_00710,26808.02,NET_BANKING,gateway_timeout,0,5,1,0.833,20,3,0,0,127,0.73,1
pay_00536,5153.33,CARD,insufficient_funds,0,5,2,0.714,8,1,0,0,4,0.58,0
pay_00095,3320.57,NET_BANKING,issuer_declined_temp,0,3,5,0.375,0,4,0,0,156,0.67,0
pay_00181,9188.13,NET_BANKING,card_expired,1,3,2,0.6,15,2,1,0,14,0.38,0
pay_00302,2806.85,CARD,gateway_timeout,0,19,0,1.0,20,6,0,1,98,0.88,1
pay_00617,5482.93,NET_BANKING,authentication_failed,1,20,0,1.0,9,0,1,0,115,0.68,1
pay_00582,3244.49,CARD,issuer_declined_temp,0,4,1,0.8,7,5,0,1,45,0.82,1
pay_00591,5279.39,UPI,authentication_failed,1,14,1,0.933,6,3,0,0,12,0.75,1
pay_00732,1847.57,NET_BANKING,authentication_failed,1,18,2,0.9,13,6,1,1,125,0.61,0
pay_00559,7291.41,NET_BANKING,gateway_timeout,0,2,1,0.667,20,3,0,0,75,0.73,0
pay_00709,612.82,NET_BANKING,insufficient_funds,2,12,0,1.0,15,3,1,0,60,0.54,0
pay_00543,8348.22,NET_BANKING,disputed,0,5,1,0.833,17,3,1,0,62,0.13,0
pay_00006,3888.83,NET_BANKING,authentication_failed,1,17,2,0.895,11,1,1,0,69,0.58,0
pay_00786,14483.72,UPI,issuer_declined_temp,1,9,1,0.9,6,5,0,1,71,0.72,1
pay_00046,2392.65,WALLET,issuer_declined_temp,1,17,2,0.895,16,4,1,0,157,0.7,0
pay_00726,4088.84,CARD,issuer_declined_temp,0,19,1,0.95,20,1,0,0,62,0.82,0
pay_00158,7893.8,NET_BANKING,gateway_timeout,0,10,2,0.833,11,2,1,0,155,0.76,1
pay_00606,32105.92,WALLET,insufficient_funds,0,4,0,1.0,11,2,1,0,121,0.71,1
pay_00172,2173.71,UPI,gateway_timeout,0,13,0,1.0,14,0,1,0,37,0.98,1
pay_00017,1784.99,NET_BANKING,gateway_timeout,0,3,2,0.6,7,1,0,0,151,0.76,1
pay_00512,4673.96,CARD,card_expired,1,19,0,1.0,5,6,0,1,101,0.5,1
pay_00049,6930.02,WALLET,issuer_declined_temp,0,15,2,0.882,4,5,0,1,105,0.72,1
pay_00775,9152.75,NET_BANKING,fraud_suspected,0,3,0,1.0,6,2,0,0,45,0.13,0
pay_00758,5912.57,NET_BANKING,issuer_declined_temp,1,1,5,0.167,6,6,0,1,144,0.47,0
pay_00481,4324.63,WALLET,gateway_timeout,0,3,7,0.3,0,5,0,1,153,0.78,1
pay_00284,1425.37,UPI,card_expired,1,5,1,0.833,14,4,1,0,146,0.51,1
pay_00537,2078.88,NET_BANKING,issuer_declined_temp,1,20,1,0.952,8,1,0,0,147,0.72,1
pay_00226,14602.54,NET_BANKING,card_expired,1,0,2,0.0,12,3,1,0,15,0.23,0
pay_00027,1554.65,NET_BANKING,insufficient_funds,0,0,1,0.0,14,4,1,0,19,0.44,0
pay_00631,904.64,NET_BANKING,authentication_failed,0,4,2,0.667,13,3,1,0,34,0.66,0
pay_00438,1236.32,UPI,authentication_failed,1,3,2,0.6,1,6,0,1,127,0.68,0
pay_00365,9800.06,CARD,gateway_timeout,0,5,4,0.556,21,6,0,1,111,0.78,1
pay_00230,9697.25,NET_BANKING,issuer_declined_temp,0,5,2,0.714,16,5,1,1,26,0.8,1
pay_00038,692.51,WALLET,issuer_declined_temp,1,2,1,0.667,3,4,0,0,112,0.7,1
pay_00780,9142.34,WALLET,authentication_failed,1,5,1,0.833,21,4,0,0,166,0.6,0
pay_00375,42327.08,NET_BANKING,insufficient_funds,1,18,2,0.9,5,5,0,1,27,0.48,1
pay_00470,2763.3,UPI,issuer_declined_temp,0,17,1,0.944,19,6,0,1,136,0.87,1
pay_00772,2800.44,NET_BANKING,insufficient_funds,0,12,1,0.923,10,1,1,0,127,0.66,1
pay_00683,2908.75,CARD,issuer_declined_temp,0,13,0,1.0,15,2,1,0,2,0.95,1
pay_00695,8893.73,NET_BANKING,insufficient_funds,1,5,1,0.833,8,1,0,0,23,0.48,1
pay_00195,5844.06,NET_BANKING,issuer_declined_temp,0,3,7,0.3,16,2,1,0,48,0.8,0
pay_00685,1447.9,WALLET,authentication_failed,0,13,2,0.867,16,3,1,0,81,0.71,1
pay_00694,9099.14,CARD,authentication_failed,1,4,3,0.571,6,6,0,1,83,0.6,0
pay_00504,8629.74,WALLET,card_expired,2,3,7,0.3,9,3,1,0,39,0.33,0
pay_00774,12998.05,UPI,authentication_failed,1,5,1,0.833,0,4,0,0,113,0.65,1
pay_00670,14639.91,WALLET,issuer_declined_temp,1,0,4,0.0,8,4,0,0,32,0.62,1
pay_00773,9250.27,UPI,gateway_timeout,1,9,0,1.0,15,5,1,1,97,0.91,1
pay_00163,15655.78,NET_BANKING,authentication_failed,1,14,2,0.875,7,0,0,0,61,0.55,0
pay_00752,1271.96,CARD,issuer_declined_temp,0,2,1,0.667,22,1,0,0,156,0.75,1
pay_00153,2489.84,NET_BANKING,gateway_timeout,1,0,6,0.0,8,0,0,0,103,0.53,0
pay_00558,3188.93,CARD,insufficient_funds,1,13,1,0.929,11,6,1,1,10,0.66,0
pay_00573,6815.31,NET_BANKING,issuer_declined_temp,0,16,0,1.0,19,5,0,1,67,0.77,1
pay_00676,2257.88,NET_BANKING,gateway_timeout,1,7,1,0.875,5,5,0,1,73,0.68,1
pay_00112,4786.17,CARD,disputed,0,20,2,0.909,6,3,0,0,106,0.25,0
pay_00227,5241.07,NET_BANKING,issuer_declined_temp,0,5,6,0.455,18,6,1,1,59,0.7,1
pay_00793,6448.35,CARD,authentication_failed,1,12,0,1.0,5,0,0,0,9,0.7,0
pay_00104,2203.32,WALLET,issuer_declined_temp,1,17,1,0.944,7,6,0,1,140,0.77,0
